,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,result
1915,333,973,26,30.0,0,575.0,0.0,525.0,83.0,0.0,56,26,0
3694,0,2403,26,48.0,1,800.0,0.0,825.0,63.0,381.0,56,26,0
2484,60,1602,316,37.0,1,488.8,0.0,667.0,59.0,106.0,56,2,0
818,0,196,317,32.0,1,4000.0,0.0,876.0,36.0,460.0,16,8,0
1726,3,1346,81,42.0,0,0.0,0.0,0.0,-999.0,237.0,21,19,1
791,0,991,249,38.0,0,1515.0,0.0,637.0,31.0,603.0,56,38,0
4479,0,250,72,21.0,0,0.0,0.0,0.0,-999.0,0.0,6,64,1
613,181,768,135,46.0,0,565.76,0.0,0.0,48.0,180.0,56,26,0
1286,607,976,145,34.0,1,488.8,0.0,0.0,113.0,0.0,56,2,0
298,5,2901,300,60.0,1,0.0,0.0,0.0,-999.0,17.0,56,38,1
914,61,3415,146,33.0,1,0.0,0.0,0.0,-999.0,3.0,56,38,1
2440,0,402,285,24.0,1,488.8,0.0,649.0,25.0,523.0,77,54,0
4012,33,146,35,56.0,1,0.0,0.0,0.0,-999.0,209.0,56,38,1
2582,0,3561,35,32.0,1,300.0,3500.0,687.0,74.0,504.0,56,38,0
2640,61,2927,37,26.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
3438,0,27,219,79.0,1,0.0,0.0,0.0,-999.0,554.0,56,38,1
1388,33,1462,35,48.0,1,0.0,0.0,0.0,-999.0,2.0,56,38,1
2545,60,196,253,56.0,0,1550.5,0.0,0.0,226.0,106.0,16,47,0
710,0,1693,17,30.0,0,526.5,0.0,578.0,52.0,126.0,55,61,0
3118,0,375,213,24.0,0,550.0,0.0,552.0,48.0,165.0,56,38,0
4680,60,2027,146,35.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
673,0,1951,35,56.0,1,0.0,0.0,746.0,-999.0,708.0,56,38,1
794,3,2695,320,44.0,1,0.0,0.0,0.0,-999.0,0.0,44,72,1
3730,0,450,267,40.0,0,1450.0,0.0,740.0,71.0,654.0,56,38,0
396,124,1590,83,51.0,1,0.0,0.0,0.0,-999.0,323.0,16,20,1
915,0,2059,34,75.0,0,0.0,0.0,0.0,-999.0,538.0,56,51,1
362,30,625,221,37.0,0,499.2,0.0,525.0,13.0,0.0,16,20,0
994,395,3564,229,38.0,1,539.93,0.0,824.0,68.0,0.0,56,26,0
3801,93,894,34,69.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
3757,30,3564,267,40.0,1,2217.0,0.0,0.0,64.0,416.0,56,38,0
1381,30,3564,37,31.0,1,0.0,0.0,685.0,-999.0,82.0,56,38,1
2785,0,1144,17,26.0,0,530.4,0.0,488.0,13.0,0.0,55,61,0
4042,0,2590,300,28.0,0,0.0,0.0,565.0,-999.0,238.0,56,38,1
1400,0,1690,83,61.0,1,0.0,0.0,0.0,-999.0,284.0,16,20,1
1835,119,1485,185,43.0,1,0.0,0.0,0.0,-999.0,0.0,16,24,1
2884,89,1815,136,30.0,1,2378.75,0.0,861.0,107.0,0.0,16,24,0
2751,0,1418,146,36.0,0,566.0,0.0,615.0,63.0,218.0,56,38,0
980,0,3564,59,31.0,1,821.98,0.0,589.0,97.0,2.0,21,19,0
2521,179,1651,33,39.0,0,800.0,0.0,619.0,20.0,128.0,56,51,0
3314,60,815,243,50.0,0,2597.27,0.0,642.0,102.0,0.0,21,19,0
1563,0,2417,239,72.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3082,0,333,167,26.0,0,500.0,0.0,589.0,99.0,56.0,56,38,0
2005,0,427,267,58.0,0,3500.0,0.0,933.0,408.0,469.0,56,38,0
2966,30,2902,35,26.0,1,0.0,0.0,527.0,-999.0,97.0,56,38,1
1018,60,838,59,51.0,1,5628.57,0.0,842.0,279.0,0.0,21,19,0
4959,0,1106,242,40.0,0,0.0,0.0,630.0,-999.0,291.0,58,18,1
523,0,27,214,76.0,1,0.0,0.0,0.0,-999.0,569.0,19,41,1
3050,0,150,146,47.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3175,180,2647,27,52.0,0,0.0,0.0,0.0,-999.0,305.0,56,26,1
3722,0,2776,219,27.0,1,1100.0,0.0,585.0,124.0,43.0,56,38,0
2921,30,2977,59,30.0,1,504.0,0.0,617.0,32.0,239.0,21,19,0
3912,121,2261,8,48.0,1,6000.0,0.0,869.0,198.0,0.0,56,51,0
1415,63,1669,267,41.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4063,0,3253,27,32.0,1,654.72,0.0,741.0,98.0,0.0,56,26,0
4093,0,2158,35,56.0,1,0.0,0.0,742.0,-999.0,0.0,56,38,1
776,121,2775,211,23.0,1,877.76,0.0,650.0,19.0,0.0,56,51,0
4019,66,934,16,35.0,1,629.85,0.0,773.0,73.0,0.0,56,51,0
4671,0,2062,37,63.0,1,1943.02,0.0,0.0,127.0,377.0,56,38,0
2956,93,1815,37,42.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3602,60,660,17,30.0,1,750.0,0.0,619.0,61.0,0.0,55,61,0
64,0,1151,37,29.0,1,5750.0,0.0,691.0,90.0,337.0,56,38,0
669,0,2366,222,48.0,0,0.0,0.0,679.0,-999.0,463.0,19,41,1
4164,30,2318,234,42.0,1,650.0,0.0,735.0,136.0,2.0,21,45,0
84,0,3564,213,42.0,1,0.0,0.0,0.0,-999.0,5.0,56,38,1
2647,0,1374,70,33.0,0,0.0,0.0,0.0,-999.0,315.0,56,38,1
1067,0,2558,317,40.0,0,362.78,0.0,0.0,51.0,489.0,16,8,0
4649,121,1815,83,45.0,0,1839.25,0.0,667.0,143.0,109.0,16,20,0
3581,30,1556,37,35.0,1,16559.61,0.0,863.0,54.0,429.0,56,38,0
1340,0,452,300,31.0,1,1680.0,0.0,975.0,109.0,571.0,56,38,0
2050,0,3564,246,36.0,0,795.0,0.0,647.0,59.0,493.0,6,64,0
158,5,320,17,60.0,1,0.0,0.0,0.0,-999.0,274.0,55,61,1
741,45,2103,170,40.0,0,530.4,0.0,519.0,33.0,1.0,16,20,0
1320,43,3186,201,35.0,0,875.0,0.0,876.0,12.0,128.0,39,17,0
4285,33,2834,265,43.0,1,0.0,0.0,0.0,-999.0,16.0,56,38,1
1061,60,2685,146,34.0,0,1364.12,0.0,669.0,87.0,1.0,56,38,0
3840,0,27,34,43.0,1,0.0,0.0,0.0,-999.0,407.0,56,51,1
2396,5,1312,110,47.0,0,0.0,0.0,0.0,-999.0,35.0,77,52,1
1431,0,3069,216,38.0,1,0.0,0.0,662.0,-999.0,139.0,55,70,1
2779,30,2778,17,32.0,1,530.4,0.0,553.0,32.0,0.0,55,61,0
3502,89,3017,267,55.0,1,10633.97,0.0,0.0,387.0,0.0,56,38,0
509,0,1179,88,33.0,0,700.0,0.0,648.0,62.0,261.0,16,21,0
2794,61,2492,37,59.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1980,180,178,146,32.0,0,600.0,0.0,490.0,90.0,0.0,56,38,0
456,60,664,270,28.0,0,476.66,0.0,279.0,37.0,0.0,21,19,0
501,60,1720,8,28.0,0,513.0,0.0,851.0,47.0,0.0,56,51,0
34,0,3564,70,31.0,1,742.09,0.0,812.0,90.0,587.0,56,38,0
1639,66,1036,265,40.0,1,0.0,0.0,0.0,-999.0,128.0,56,38,1
4782,5,1815,267,44.0,1,0.0,0.0,614.0,-999.0,248.0,56,38,1
697,0,2434,37,31.0,0,0.0,0.0,0.0,-999.0,47.0,56,38,1
3983,0,3241,256,45.0,0,1650.0,0.0,943.0,225.0,572.0,56,51,0
4554,15,1427,285,29.0,0,653.12,0.0,748.0,25.0,142.0,77,54,0
2636,30,2543,52,41.0,0,361.92,0.0,767.0,88.0,1.0,77,54,0
2871,0,443,35,39.0,0,2704.0,0.0,769.0,90.0,416.0,56,38,0
4055,31,3299,222,26.0,1,557.45,0.0,638.0,29.0,293.0,19,41,0
4796,0,3065,146,42.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
3759,0,139,316,38.0,0,0.0,0.0,618.0,-999.0,836.0,56,2,1
4936,0,2064,204,62.0,0,726.84,0.0,611.0,-999.0,717.0,19,36,1
4503,5,1007,285,57.0,1,0.0,0.0,0.0,1423.0,63.0,77,54,0
3760,0,293,216,42.0,1,650.0,0.0,725.0,39.0,507.0,55,70,0
2798,89,3051,17,36.0,0,500.0,0.0,647.0,55.0,175.0,55,61,0
1870,0,888,144,32.0,1,1000.0,0.0,0.0,73.0,95.0,56,51,0
3066,0,2062,146,73.0,1,0.0,0.0,0.0,-999.0,499.0,56,38,1
2480,60,1815,136,31.0,1,1783.33,0.0,623.0,39.0,0.0,16,24,0
2707,33,119,316,44.0,1,0.0,0.0,0.0,-999.0,0.0,56,2,1
2833,0,2122,17,43.0,1,1300.0,0.0,906.0,181.0,514.0,58,2,0
935,0,454,219,38.0,0,0.0,0.0,779.0,-999.0,0.0,56,38,1
984,5,80,146,57.0,1,0.0,0.0,0.0,-999.0,20.0,56,38,1
1720,30,873,167,32.0,1,1000.0,0.0,636.0,69.0,0.0,56,38,0
2826,0,3411,35,38.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2637,0,564,163,36.0,0,0.0,0.0,568.0,-999.0,550.0,42,33,1
782,0,1581,271,35.0,0,600.0,0.0,696.0,79.0,464.0,39,17,0
4729,60,1815,204,37.0,0,513.76,0.0,635.0,14.0,0.0,19,36,0
2128,0,2127,33,50.0,0,530.4,0.0,650.0,26.0,17.0,56,51,0
3009,0,1815,83,57.0,1,4500.0,0.0,827.0,341.0,268.0,16,20,0
4474,30,1815,37,26.0,0,2250.0,0.0,426.0,89.0,1.0,56,38,0
2604,60,1178,300,58.0,1,432.64,0.0,794.0,55.0,0.0,56,38,0
2291,60,3185,267,44.0,1,0.0,0.0,0.0,-999.0,175.0,56,38,1
183,93,311,300,35.0,0,0.0,0.0,483.0,-999.0,216.0,56,38,1
4490,0,562,27,50.0,1,1190.0,0.0,0.0,110.0,510.0,56,26,0
1207,0,3367,300,43.0,1,629.92,0.0,720.0,38.0,471.0,56,38,0
681,0,1653,35,33.0,1,0.0,0.0,0.0,-999.0,477.0,56,38,1
1498,60,2035,249,35.0,1,900.0,0.0,631.0,62.0,159.0,56,38,0
907,30,790,76,22.0,0,550.0,0.0,649.0,24.0,543.0,16,20,0
1434,89,1947,17,26.0,1,550.0,0.0,738.0,78.0,0.0,55,61,0
890,0,1882,196,48.0,1,0.0,0.0,0.0,-999.0,689.0,56,51,1
149,96,2364,300,59.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3909,59,1216,27,28.0,1,640.0,0.0,714.0,32.0,113.0,56,26,0
3151,0,69,167,77.0,1,0.0,0.0,0.0,-999.0,786.0,56,38,1
4324,30,2641,213,29.0,0,624.0,0.0,741.0,65.0,2.0,56,38,0
4487,89,342,300,41.0,1,0.0,0.0,0.0,-999.0,229.0,56,38,1
1398,0,1825,317,39.0,1,7977.25,0.0,769.0,160.0,548.0,16,8,0
2855,60,748,239,34.0,0,1607.11,0.0,731.0,66.0,188.0,56,38,0
2951,30,2240,300,34.0,1,1200.0,0.0,714.0,46.0,277.0,56,38,0
230,0,3564,32,62.0,1,0.0,0.0,650.0,-999.0,0.0,56,13,1
4914,56,2766,146,51.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2728,30,452,211,26.0,0,787.5,0.0,849.0,18.0,255.0,56,51,0
1289,0,1373,83,42.0,0,0.0,0.0,577.0,-999.0,362.0,16,20,1
3213,152,3052,219,36.0,0,472.92,0.0,589.0,52.0,0.0,56,38,0
3000,0,945,223,47.0,0,1782.74,0.0,610.0,41.0,195.0,39,42,0
40,60,2783,213,41.0,0,2094.82,0.0,649.0,229.0,314.0,56,38,0
4141,0,650,67,64.0,0,0.0,0.0,0.0,-999.0,650.0,6,63,1
2217,0,1244,196,36.0,0,0.0,0.0,0.0,-999.0,198.0,56,51,1
3866,91,3262,17,28.0,1,561.6,0.0,794.0,41.0,110.0,55,61,0
1804,0,945,73,63.0,1,0.0,0.0,0.0,-999.0,292.0,39,17,1
3368,33,1815,285,36.0,1,0.0,0.0,0.0,-999.0,1.0,77,54,1
1443,30,1136,312,57.0,0,460.0,0.0,774.0,114.0,289.0,56,51,0
920,33,2827,150,26.0,1,530.4,0.0,856.0,21.0,111.0,16,8,0
4432,60,2304,37,36.0,1,600.0,0.0,556.0,37.0,0.0,56,38,0
1701,60,2256,213,32.0,0,625.0,0.0,730.0,47.0,129.0,56,38,0
2088,30,1815,239,41.0,0,3895.77,0.0,569.0,-999.0,0.0,56,38,0
4804,62,3396,33,21.0,0,0.0,0.0,0.0,-999.0,1.0,56,51,1
893,60,1416,35,28.0,0,513.0,0.0,0.0,69.0,0.0,56,38,0
4714,0,27,263,78.0,1,0.0,0.0,0.0,-999.0,554.0,56,49,1
1224,30,2740,29,44.0,1,849.2,0.0,922.0,256.0,0.0,21,19,0
708,33,560,144,61.0,0,0.0,0.0,0.0,-999.0,0.0,56,51,1
4907,30,1815,162,33.0,1,4890.0,0.0,0.0,-999.0,0.0,42,31,0
4981,30,452,270,28.0,0,787.5,0.0,767.0,54.0,133.0,21,19,0
2338,0,3346,146,27.0,1,696.8,0.0,800.0,38.0,96.0,56,38,0
948,0,2549,219,36.0,1,0.0,0.0,767.0,-999.0,460.0,56,38,1
1021,152,3564,70,50.0,0,910.0,0.0,693.0,73.0,159.0,56,38,0
1458,0,1265,213,31.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1477,30,1126,53,31.0,0,530.4,0.0,464.0,19.0,1.0,56,10,0
604,0,3526,267,38.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2283,30,1902,211,29.0,1,854.88,0.0,364.0,67.0,3.0,56,51,0
2825,0,1815,6,32.0,0,1615.41,0.0,592.0,117.0,106.0,16,7,0
2723,5,302,222,49.0,1,0.0,0.0,0.0,-999.0,12.0,19,41,1
567,0,3242,211,26.0,0,0.0,0.0,753.0,-999.0,61.0,56,51,1
1506,0,1853,222,37.0,1,0.0,0.0,753.0,-999.0,466.0,19,41,1
2500,0,302,216,36.0,0,427.88,0.0,748.0,71.0,32.0,55,70,0
4272,1,1814,53,49.0,1,0.0,0.0,0.0,-999.0,0.0,56,10,1
4062,0,819,317,61.0,1,679.0,0.0,456.0,62.0,719.0,16,8,0
2218,1,923,67,28.0,0,1103.0,0.0,584.0,13.0,9.0,6,63,0
4721,91,2479,300,28.0,1,750.0,0.0,455.0,0.0,0.0,56,38,0
728,0,2703,267,42.0,1,0.0,0.0,638.0,-999.0,698.0,56,38,1
3255,0,3419,33,29.0,0,765.0,0.0,0.0,62.0,601.0,56,51,0
217,30,2407,35,53.0,1,5500.0,0.0,0.0,63.0,357.0,56,38,0
1478,60,2424,196,45.0,1,1174.19,0.0,750.0,142.0,228.0,56,51,0
3898,0,945,5,53.0,1,400.0,0.0,591.0,52.0,555.0,6,63,0
1730,0,2025,17,45.0,1,505.0,0.0,575.0,33.0,120.0,55,61,0
1664,80,886,179,32.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
3192,0,2222,59,24.0,1,603.2,0.0,709.0,12.0,280.0,21,19,0
307,0,2740,34,26.0,1,690.0,0.0,660.0,53.0,29.0,56,51,0
4202,60,2178,242,28.0,0,525.0,0.0,525.0,12.0,176.0,56,26,0
4047,43,3564,173,33.0,1,0.0,0.0,0.0,-999.0,14.0,56,10,1
3122,0,1815,88,32.0,1,2482.08,0.0,708.0,113.0,637.0,16,21,0
417,0,27,151,75.0,1,0.0,0.0,0.0,-999.0,524.0,42,25,1
4525,33,27,300,60.0,0,0.0,0.0,0.0,-999.0,2.0,56,38,1
2556,0,1647,285,22.0,1,0.0,0.0,460.0,-999.0,313.0,77,54,1
4689,4,3564,144,49.0,1,0.0,0.0,0.0,-999.0,136.0,56,51,1
3033,60,159,222,40.0,1,1200.0,0.0,939.0,47.0,377.0,19,41,0
718,0,108,130,40.0,1,7339.0,0.0,0.0,83.0,319.0,36,72,0
4784,5,585,73,47.0,1,0.0,0.0,0.0,-999.0,18.0,39,17,1
3399,0,36,35,68.0,0,0.0,0.0,0.0,-999.0,304.0,56,38,1
2246,333,2062,78,71.0,1,0.0,0.0,0.0,-999.0,0.0,9,72,1
1754,61,1514,27,34.0,1,4850.0,0.0,813.0,28.0,111.0,56,26,0
1815,30,2664,284,48.0,1,0.0,0.0,0.0,-999.0,78.0,21,19,1
23,0,3325,81,37.0,1,524.33,0.0,800.0,44.0,473.0,21,19,0
3060,89,826,267,56.0,1,4000.0,0.0,0.0,105.0,0.0,56,38,0
3736,278,1582,231,47.0,1,0.0,0.0,0.0,-999.0,326.0,18,59,1
3907,33,2740,209,50.0,1,1152.4,0.0,585.0,309.0,314.0,56,2,0
107,0,2937,17,27.0,1,886.67,0.0,558.0,86.0,0.0,55,61,0
987,0,29,145,75.0,1,0.0,0.0,0.0,-999.0,760.0,56,2,1
1962,0,452,8,48.0,1,2453.08,0.0,886.0,120.0,501.0,56,51,0
2475,40,1816,256,45.0,1,5355.0,0.0,908.0,84.0,310.0,56,51,0
4875,30,1233,146,26.0,1,725.0,0.0,707.0,80.0,1.0,56,38,0
1618,66,1738,34,44.0,0,0.0,0.0,0.0,132.0,0.0,56,51,0
1317,30,2816,83,40.0,1,495.04,0.0,715.0,183.0,68.0,16,20,0
1783,0,2749,137,31.0,0,1148.0,0.0,604.0,50.0,650.0,42,25,0
4021,30,870,146,49.0,0,427.8,0.0,677.0,204.0,183.0,56,38,0
4749,0,2634,300,30.0,1,641.28,0.0,871.0,22.0,281.0,56,38,0
670,186,1528,97,23.0,0,550.0,0.0,727.0,13.0,0.0,56,38,0
4480,0,1815,83,38.0,0,2183.42,0.0,581.0,150.0,325.0,16,20,0
4316,0,121,37,59.0,0,10000.0,0.0,948.0,153.0,536.0,56,38,0
4886,0,1815,271,46.0,0,2200.0,0.0,301.0,102.0,0.0,39,17,0
1608,0,2551,256,40.0,0,0.0,0.0,721.0,-999.0,492.0,56,51,1
1111,0,506,216,72.0,1,0.0,0.0,0.0,-999.0,0.0,27,72,1
1795,0,754,81,32.0,0,0.0,0.0,0.0,-999.0,34.0,21,19,1
2227,0,1369,37,51.0,1,14083.33,0.0,975.0,114.0,417.0,56,38,0
3355,0,451,17,35.0,1,1740.8,0.0,817.0,24.0,503.0,55,61,0
1863,0,1815,107,54.0,1,2532.16,0.0,802.0,213.0,499.0,56,15,0
3610,30,1815,88,50.0,1,2806.42,0.0,437.0,123.0,8.0,16,21,0
3533,0,3564,221,30.0,1,0.0,0.0,505.0,-999.0,0.0,56,38,1
4664,91,2608,70,33.0,1,558.13,0.0,543.0,39.0,0.0,56,38,0
2577,31,1740,242,43.0,1,0.0,0.0,0.0,-999.0,211.0,56,26,1
2421,121,486,145,34.0,1,600.0,0.0,627.0,94.0,0.0,56,2,0
3036,0,2691,219,38.0,1,1200.0,0.0,766.0,100.0,451.0,56,38,0
3825,60,1677,70,24.0,1,575.0,0.0,665.0,13.0,1.0,56,38,0
1165,33,1815,24,57.0,1,0.0,0.0,0.0,-999.0,2.0,16,7,1
1958,59,1793,167,35.0,0,530.4,0.0,689.0,13.0,128.0,56,38,0
4898,91,2332,193,46.0,1,580.32,0.0,737.0,25.0,137.0,42,34,0
1110,40,2882,146,58.0,1,5000.0,5000.0,830.0,98.0,625.0,56,38,0
442,33,1693,300,45.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2522,90,2299,17,55.0,1,1200.0,0.0,536.0,53.0,115.0,55,61,0
2802,0,173,34,44.0,1,506.0,0.0,549.0,17.0,9.0,56,51,0
4194,30,2425,10,31.0,1,5500.0,0.0,671.0,114.0,191.0,56,38,0
1048,0,2873,34,25.0,0,572.0,0.0,0.0,24.0,7.0,56,51,0
636,0,533,267,43.0,1,0.0,0.0,0.0,-999.0,173.0,56,38,1
747,0,2065,146,76.0,1,0.0,0.0,0.0,-999.0,554.0,56,38,1
4454,60,486,26,53.0,0,1713.18,0.0,665.0,93.0,0.0,56,26,0
232,0,1658,52,22.0,1,530.44,0.0,644.0,39.0,539.0,77,54,0
516,395,1610,242,30.0,0,541.43,0.0,482.0,58.0,0.0,56,26,0
1275,0,1956,81,32.0,1,700.0,0.0,648.0,27.0,129.0,21,19,0
38,59,1001,22,33.0,1,0.0,0.0,0.0,-999.0,0.0,16,5,1
2814,31,3547,267,50.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4438,5,1815,256,56.0,1,1835.4,0.0,756.0,196.0,26.0,56,51,0
3854,103,1436,33,26.0,1,630.0,0.0,422.0,29.0,378.0,56,51,0
772,0,2590,167,31.0,0,0.0,0.0,615.0,-999.0,375.0,56,38,1
3348,0,3233,144,31.0,0,0.0,0.0,664.0,-999.0,934.0,56,51,1
4370,30,1815,229,30.0,1,694.72,0.0,590.0,95.0,125.0,58,18,0
1408,32,1022,146,40.0,1,0.0,0.0,0.0,-999.0,118.0,56,38,1
2021,60,2990,81,32.0,0,524.32,0.0,820.0,16.0,444.0,21,19,0
1287,0,3369,175,34.0,1,432.64,0.0,873.0,71.0,605.0,42,31,0
2619,0,1701,73,50.0,0,530.4,0.0,555.0,37.0,237.0,39,17,0
2195,0,1815,285,53.0,0,4655.39,0.0,820.0,186.0,913.0,77,54,0
4952,0,728,8,39.0,0,0.0,0.0,710.0,-999.0,0.0,56,51,1
3652,161,669,285,24.0,1,488.8,0.0,680.0,58.0,201.0,77,54,0
2307,0,1135,2,31.0,0,500.0,0.0,538.0,51.0,637.0,19,0,0
194,0,1065,146,33.0,1,3087.5,0.0,774.0,40.0,860.0,56,38,0
3777,180,382,28,32.0,1,1243.2,0.0,848.0,58.0,0.0,21,19,0
96,0,719,100,35.0,1,1000.0,0.0,506.0,27.0,176.0,56,26,0
1978,59,674,267,38.0,1,0.0,0.0,548.0,-999.0,1.0,56,38,1
1226,0,3049,146,38.0,0,1300.0,0.0,792.0,81.0,67.0,56,38,0
2799,0,1594,111,48.0,1,987.17,0.0,550.0,97.0,163.0,39,42,0
2965,91,906,270,36.0,1,762.45,0.0,0.0,34.0,0.0,21,19,0
1220,0,1088,26,45.0,1,856.05,0.0,755.0,28.0,244.0,56,26,0
159,30,222,82,37.0,1,693.12,0.0,854.0,47.0,0.0,56,38,0
4375,31,355,267,41.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
557,0,3330,267,27.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3646,0,1815,251,53.0,1,2487.7,0.0,759.0,79.0,919.0,19,1,0
2035,0,2059,222,72.0,0,0.0,0.0,0.0,-999.0,554.0,19,41,1
1866,0,2972,37,30.0,0,0.0,0.0,567.0,-999.0,869.0,56,38,1
764,0,1096,265,72.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4678,50,3564,83,29.0,0,530.4,0.0,0.0,39.0,120.0,16,20,0
186,60,2981,222,32.0,1,375.0,0.0,0.0,91.0,14.0,19,41,0
2339,0,27,34,76.0,0,0.0,0.0,0.0,-999.0,565.0,56,51,1
2633,0,1042,10,65.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4183,0,3564,277,42.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3257,53,3411,37,54.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4245,0,1849,202,41.0,1,0.0,0.0,0.0,-999.0,0.0,54,72,1
1717,30,1815,83,34.0,0,2654.25,0.0,545.0,133.0,321.0,16,20,0
3535,89,786,8,30.0,1,549.45,0.0,0.0,124.0,0.0,56,51,0
2666,83,3488,17,48.0,1,600.0,0.0,790.0,49.0,135.0,55,61,0
4315,30,2617,26,26.0,1,519.84,0.0,719.0,78.0,5.0,56,26,0
326,30,1815,67,24.0,1,2110.5,0.0,0.0,88.0,250.0,6,63,0
2092,63,1094,249,22.0,1,0.0,0.0,0.0,-999.0,2.0,56,38,1
4336,0,3564,321,0.0,2,0.0,0.0,0.0,-999.0,0.0,81,72,1
1533,180,1815,116,45.0,0,526.7,0.0,698.0,48.0,223.0,18,59,0
1960,0,832,17,44.0,1,850.0,0.0,654.0,84.0,118.0,55,61,0
3237,68,2177,35,53.0,0,0.0,0.0,0.0,-999.0,592.0,56,38,1
493,0,1155,318,50.0,0,0.0,0.0,0.0,-999.0,0.0,78,72,1
29,0,564,285,45.0,1,0.0,0.0,0.0,-999.0,238.0,77,54,1
4398,0,2268,8,31.0,1,700.0,0.0,687.0,30.0,123.0,56,51,0
1544,0,53,83,57.0,0,0.0,0.0,0.0,-999.0,312.0,16,20,1
1081,30,3196,12,42.0,1,3999.66,0.0,608.0,40.0,240.0,18,60,0
2930,0,1815,222,37.0,0,0.0,0.0,698.0,-999.0,874.0,19,41,1
3869,0,3038,34,55.0,1,0.0,0.0,637.0,-999.0,869.0,56,51,1
503,0,2500,37,44.0,1,2054.85,0.0,683.0,124.0,230.0,56,38,0
3889,32,3211,290,44.0,1,600.0,0.0,571.0,29.0,295.0,77,55,0
3347,0,1284,146,67.0,0,0.0,0.0,0.0,-999.0,465.0,56,38,1
1052,121,2235,146,26.0,1,513.76,0.0,676.0,26.0,166.0,56,38,0
2137,0,117,35,44.0,1,1560.0,1112.29,971.0,161.0,404.0,56,38,0
401,0,138,34,54.0,1,0.0,0.0,0.0,-999.0,334.0,56,51,1
4552,0,2479,82,52.0,0,500.0,0.0,744.0,55.0,587.0,56,38,0
4252,0,1261,222,39.0,1,530.4,0.0,692.0,58.0,471.0,19,41,0
2918,151,1617,46,34.0,1,600.0,0.0,652.0,27.0,169.0,16,8,0
639,0,447,37,39.0,0,1150.0,0.0,853.0,42.0,459.0,56,38,0
1813,0,266,310,66.0,0,0.0,0.0,0.0,-999.0,0.0,13,72,1
3492,0,104,10,45.0,1,2288.54,0.0,555.0,-999.0,372.0,56,38,0
1674,121,1815,65,54.0,1,10771.25,0.0,736.0,406.0,190.0,16,8,0
1827,0,452,316,40.0,0,1262.38,0.0,876.0,70.0,512.0,58,2,0
1806,0,240,146,28.0,1,750.88,0.0,827.0,28.0,726.0,56,38,0
4573,5,698,146,41.0,1,0.0,0.0,559.0,-999.0,27.0,56,38,1
4109,121,2092,71,30.0,1,0.0,0.0,0.0,-999.0,0.0,16,20,1
2618,33,3335,239,51.0,0,0.0,0.0,0.0,-999.0,1.0,56,38,1
3599,5,1457,17,47.0,1,0.0,0.0,0.0,-999.0,0.0,55,61,1
1432,124,1865,150,27.0,0,1625.0,0.0,532.0,60.0,0.0,16,8,0
1501,30,3234,27,38.0,0,1864.0,0.0,409.0,111.0,0.0,56,26,0
1571,0,3240,70,38.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4518,0,3219,59,27.0,1,449.98,0.0,662.0,36.0,38.0,21,19,0
793,0,2323,8,47.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
91,0,19,221,75.0,1,0.0,0.0,0.0,-999.0,524.0,16,20,1
4548,96,3285,167,29.0,0,0.0,0.0,0.0,1423.0,0.0,56,38,0
564,0,3394,229,33.0,0,600.0,0.0,492.0,45.0,63.0,56,26,0
1500,0,2650,219,26.0,1,800.0,0.0,575.0,14.0,391.0,56,38,0
2485,0,1766,167,46.0,0,800.0,0.0,438.0,9.0,573.0,56,38,0
3546,0,938,267,57.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2073,0,3313,300,34.0,0,0.0,0.0,0.0,-999.0,313.0,56,38,1
4239,0,2062,37,84.0,0,0.0,0.0,0.0,-999.0,925.0,56,38,1
3686,0,2946,83,26.0,0,0.0,0.0,555.0,-999.0,313.0,16,20,1
1511,0,1758,221,37.0,1,636.0,0.0,726.0,70.0,1.0,56,38,0
